Name,year,month,CHLcal
Cuivre,2013,8,33.15315
Dardenne,2013,8,33.15315
Maquotketa,2013,8,57.52153
Vermillion,2013,8,77.61334
Wapsipinicon,2013,8,185.01173
Apple,2014,8,29.84315
BlackRiver,2014,8,28.608525
Cannon,2014,8,11.323775
Chippewa,2014,8,23.45215
Cuivre,2014,8,14.8824
Dardenne,2014,8,95.78665
Maquotketa,2014,8,188.6014
Vermillion,2014,8,128.4679
Wapsipinicon,2014,8,197.3164
Apple,2015,8,28.51224
BlackRiver,2015,8,24.118105
Cannon,2015,8,9.567035
Chippewa,2015,8,16.482395
Cuivre,2015,8,36.14795
Dardenne,2015,8,34.13097
Maquotketa,2015,8,73.02987
Vermillion,2015,8,72.093415
Wapsipinicon,2015,8,224.01523
Apple,2016,8,45.5427
BlackRiver,2016,8,25.4811
Cannon,2016,8,17.66865
Chippewa,2016,8,11.5923
Cuivre,2016,8,12.5568
Dardenne,2016,8,26.4456
Maquotketa,2016,8,69.4623
Vermillion,2016,8,19.887
Wapsipinicon,2016,8,159.3537
Apple,2017,8,15.35691
BlackRiver,2017,8,51.739355
Cannon,2017,8,18.553295
Chippewa,2017,8,28.424505
Cuivre,2017,8,3.69948
Dardenne,2017,8,22.31376
Vermillion,2017,8,43.654365
Wapsipinicon,2017,8,194.91887
Apple,2018,8,15.711
BlackRiver,2018,8,21.73625
Cannon,2018,8,12.81575
Chippewa,2018,8,23.6925
Cuivre,2018,8,75.9635
Dardenne,2018,8,27.7615
Maquotketa,2018,8,109.611
Vermillion,2018,8,110.78475
Wapsipinicon,2018,8,136.6855
Apple,1998,9,7.3448
BlackRiver,1998,9,51.99668
Cannon,1998,9,26.48132
Chippewa,1998,9,52.3586
Cuivre,1998,9,42.13436
Dardenne,1998,9,9.29012
Maquotketa,1998,9,45.5726
Vermillion,1998,9,53.7158
Wapsipinicon,1998,9,237.20924
Apple,1999,9,32.887975
BlackRiver,1999,9,22.87165
Cannon,1999,9,11.36965
Chippewa,1999,9,23.06335
Cuivre,1999,9,42.664675
Dardenne,1999,9,41.418625
Maquotketa,1999,9,37.345
Vermillion,1999,9,42.5209
Wapsipinicon,1999,9,95.2384
Apple,2000,9,15.7718
BlackRiver,2000,9,10.7528
Cannon,2000,9,3.0092
Chippewa,2000,9,5.9489
Cuivre,2000,9,25.7381
Dardenne,2000,9,8.5301
Maquotketa,2000,9,25.0211
Vermillion,2000,9,24.806
Wapsipinicon,2000,9,107.94215
Apple,2001,9,33.61321
BlackRiver,2001,9,8.87192
Cannon,2001,9,5.2763
Chippewa,2001,9,17.86097
Cuivre,2001,9,19.83
Dardenne,2001,9,46.71154
Maquotketa,2001,9,21.37098
Vermillion,2001,9,32.50028
Wapsipinicon,2001,9,93.583015
Apple,2004,9,11.1866
BlackRiver,2004,9,10.022
Cannon,2004,9,8.8574
Chippewa,2004,9,19.727
Cuivre,2004,9,14.13692
Dardenne,2004,9,10.87604
Maquotketa,2004,9,48.22088
Vermillion,2004,9,26.3264
Wapsipinicon,2004,9,131.56742
Apple,2005,9,112.90572
BlackRiver,2005,9,34.38513
Cannon,2005,9,14.6742
Chippewa,2005,9,32.9849
Cuivre,2005,9,35.24681
Dardenne,2005,9,30.50757
Maquotketa,2005,9,61.52805
Vermillion,2005,9,38.26269
Wapsipinicon,2005,9,107.19709
Apple,2006,9,53.08453
BlackRiver,2006,9,18.43855
Cannon,2006,9,19.80873
Chippewa,2006,9,15.50245
Cuivre,2006,9,30.47656
Dardenne,2006,9,6.49841
Maquotketa,2006,9,14.13227
Vermillion,2006,9,60.42478
Wapsipinicon,2006,9,136.95912
Apple,2007,9,8.95548
BlackRiver,2007,9,74.87904
Cannon,2007,9,33.95334
Chippewa,2007,9,43.02336
Cuivre,2007,9,20.45892
Dardenne,2007,9,11.49951
Maquotketa,2007,9,54.08436
Vermillion,2007,9,64.4817
Wapsipinicon,2007,9,14.04354
Apple,2008,9,10.42668
BlackRiver,2008,9,29.8466
Cannon,2008,9,3.8622
Chippewa,2008,9,25.06
Cuivre,2008,9,10.42668
Dardenne,2008,9,10.15316
Maquotketa,2008,9,42.8388
Vermillion,2008,9,71.14812
Apple,2009,9,8.28469
BlackRiver,2009,9,30.50275
Cannon,2009,9,5.73089
Chippewa,2009,9,23.60749
Cuivre,2009,9,78.3865
Dardenne,2009,9,27.3105
Maquotketa,2009,9,26.16129
Vermillion,2009,9,36.50418
Wapsipinicon,2009,9,206.33188
Apple,2010,9,3.36561
BlackRiver,2010,9,5.74544
Cannon,2010,9,15.68473
Chippewa,2010,9,10.5051
Cuivre,2010,9,68.60095
Dardenne,2010,9,50.96221
Maquotketa,2010,9,4.62552
Vermillion,2010,9,31.78358
Wapsipinicon,2010,9,206.35111
Apple,2011,9,5.99684
BlackRiver,2011,9,19.87444
Cannon,2011,9,22.30302
Chippewa,2011,9,12.24176
Cuivre,2011,9,62.02765
Maquotketa,2011,9,13.28258
Vermillion,2011,9,168.19129
Wapsipinicon,2011,9,277.13045
Apple,2012,9,33.28084
BlackRiver,2012,9,22.98726
Cannon,2012,9,6.16958
Chippewa,2012,9,19.50774
Cuivre,2012,9,44.15434
Dardenne,2012,9,8.48926
Maquotketa,2012,9,78.65958
Vermillion,2012,9,38.21016
Wapsipinicon,2012,9,112.43992
Apple,2013,9,13.3704
BlackRiver,2013,9,21.37824
Cannon,2013,9,4.88448
Chippewa,2013,9,13.72896
Cuivre,2013,9,18.27072
Dardenne,2013,9,21.01968
Maquotketa,2013,9,62.85168
Vermillion,2013,9,38.94768
Wapsipinicon,2013,9,118.18944
Apple,2014,9,36.93256
BlackRiver,2014,9,3.16267
Cannon,2014,9,4.33219
Chippewa,2014,9,4.03981
Cuivre,2014,9,11.78788
Dardenne,2014,9,9.01027
Maquotketa,2014,9,46.28872
Vermillion,2014,9,18.805
Wapsipinicon,2014,9,220.69339
Apple,2015,9,33.04716
BlackRiver,2015,9,5.2181
Cannon,2015,9,69.07245
Chippewa,2015,9,21.61056
Cuivre,2015,9,39.33729
Dardenne,2015,9,20.27629
Maquotketa,2015,9,151.79719
Vermillion,2015,9,61.82927
Wapsipinicon,2015,9,328.68327
Apple,2016,9,33.68147
BlackRiver,2016,9,13.98551
Cannon,2016,9,19.82135
Chippewa,2016,9,11.79707
Cuivre,2016,9,15.2621
Dardenne,2016,9,22.73927
Maquotketa,2016,9,33.86384
Vermillion,2016,9,17.45054
Wapsipinicon,2016,9,24.92771
Apple,2017,9,8.50313
BlackRiver,2017,9,22.47316
Cannon,2017,9,21.35556
Chippewa,2017,9,10.92461
Cuivre,2017,9,18.56155
Dardenne,2017,9,2.35632
Maquotketa,2017,9,19.30662
Vermillion,2017,9,31.78651
Wapsipinicon,2017,9,297.03072
Apple,2018,9,12.2373
BlackRiver,2018,9,17.4359
Cannon,2018,9,27.986
Chippewa,2018,9,17.283
Cuivre,2018,9,59.7892
Dardenne,2018,9,96.1794
Maquotketa,2018,9,4.7452
Vermillion,2018,9,16.5185
Wapsipinicon,2018,9,6.7329
Apple,1998,10,3.047
BlackRiver,1998,10,8.34008
Cannon,1998,10,87.46484
Chippewa,1998,10,33.99116
Cuivre,1998,10,19.92152
Dardenne,1998,10,12.3212
Maquotketa,1998,10,2.68508
Vermillion,1998,10,47.47268
Wapsipinicon,1998,10,71.54036
Apple,1999,10,7.583575
BlackRiver,1999,10,29.38945
Cannon,1999,10,11.2738
Chippewa,1999,10,22.67995
Cuivre,1999,10,30.300025
Dardenne,1999,10,9.26095
Maquotketa,1999,10,9.883975
Vermillion,1999,10,23.63845
Wapsipinicon,1999,10,90.973075
Apple,2000,10,2.6507
BlackRiver,2000,10,12.4736
Cannon,2000,10,1.862
Chippewa,2000,10,23.372
Cuivre,2000,10,0.1412
Dardenne,2000,10,7.4546
Maquotketa,2000,10,5.1841
Vermillion,2000,10,17.9945
Wapsipinicon,2000,10,91.7499
Apple,2001,10,3.47849
BlackRiver,2001,10,10.24168
Cannon,2001,10,19.48756
Chippewa,2001,10,10.15607
Cuivre,2001,10,3.13605
Dardenne,2001,10,7.75899
Maquotketa,2001,10,6.67459666666667
Vermillion,2001,10,22.3983
Wapsipinicon,2001,10,175.89703
BlackRiver,2004,10,12.66176
Cannon,2004,10,8.93504
Chippewa,2004,10,13.67108
Cuivre,2004,10,26.09348
Dardenne,2004,10,7.92572
Maquotketa,2004,10,4.43192
Vermillion,2004,10,35.72084
Wapsipinicon,2004,10,50.86064
Apple,2005,10,34.49284
BlackRiver,2005,10,9.39641
Cannon,2005,10,9.50412
Chippewa,2005,10,32.23093
Cuivre,2005,10,40.09376
Dardenne,2005,10,12.52
Vermillion,2005,10,21.99848
Wapsipinicon,2005,10,75.96119
Apple,2006,10,10.02173
BlackRiver,2006,10,18.43855
Cannon,2006,10,6.69415
Chippewa,2006,10,15.69819
Cuivre,2006,10,37.91468
Dardenne,2006,10,10.31534
Maquotketa,2006,10,20.49382
Vermillion,2006,10,35.76154
Wapsipinicon,2006,10,186.77495
Apple,2007,10,8.84487
BlackRiver,2007,10,9.28731
Cannon,2007,10,10.83585
Chippewa,2007,10,32.62602
Cuivre,2007,10,19.90587
Dardenne,2007,10,11.27829
Maquotketa,2007,10,7.18572
Vermillion,2007,10,5.8584
Wapsipinicon,2007,10,47.77959
Apple,2008,10,3.72544
BlackRiver,2008,10,13.84568
Cannon,2008,10,4.27248
Cuivre,2008,10,64.99392
Dardenne,2008,10,18.222
Maquotketa,2008,10,5.09304
Vermillion,2008,10,20.54692
Wapsipinicon,2008,10,147.4602
Apple,2009,10,3.56016
BlackRiver,2009,10,7.90162
Cannon,2009,10,3.68785
Chippewa,2009,10,14.41381
Cuivre,2009,10,21.18138
Dardenne,2009,10,7.13548
Maquotketa,2009,10,3.94323
Vermillion,2009,10,21.05369
Wapsipinicon,2009,10,19.52141
Apple,2010,10,13.72487
BlackRiver,2010,10,3.5056
Cannon,2010,10,8.68523
Chippewa,2010,10,4.20555
Cuivre,2010,10,11.62502
Dardenne,2010,10,10.5051
Maquotketa,2010,10,2.66566
Vermillion,2010,10,8.54524
Wapsipinicon,2010,10,31.36361
Apple,2011,10,4.95602
BlackRiver,2011,10,10.854
Cannon,2011,10,22.9969
Chippewa,2011,10,12.5887
Cuivre,2011,10,32.36428
Dardenne,2011,10,25.07854
Maquotketa,2011,10,5.12949
Vermillion,2011,10,53.70109
Wapsipinicon,2011,10,177.55867
Apple,2012,10,177.101
BlackRiver,2012,10,20.37762
Cannon,2012,10,10.22902
Chippewa,2012,10,24.29208
Cuivre,2012,10,35.89048
Dardenne,2012,10,10.08404
Maquotketa,2012,10,22.98726
Vermillion,2012,10,25.74188
Wapsipinicon,2012,10,137.08652
Apple,2013,10,6.67728
BlackRiver,2013,10,11.81664
Cannon,2013,10,10.98
Chippewa,2013,10,13.48992
Maquotketa,2013,10,13.60944
Vermillion,2013,10,11.69712
Wapsipinicon,2013,10,75.40128
Apple,2014,10,9.15646
BlackRiver,2014,10,4.62457
Cannon,2014,10,4.62457
Chippewa,2014,10,10.17979
Cuivre,2014,10,1.55458
Dardenne,2014,10,6.96361
Maquotketa,2014,10,5.50171
Vermillion,2014,10,21.14404
Wapsipinicon,2014,10,75.67291
Apple,2015,10,15.51104
BlackRiver,2015,10,19.89507
Cannon,2015,10,31.33167
Chippewa,2015,10,18.75141
Cuivre,2015,10,169.1427
Dardenne,2015,10,6.36176
Maquotketa,2015,10,18.75141
Vermillion,2015,10,64.49781
Wapsipinicon,2015,10,196.78115
Apple,2016,10,2.13146
BlackRiver,2016,10,0.6725
Cannon,2016,10,13.62077
Chippewa,2016,10,3.95516
Cuivre,2016,10,34.22858
Dardenne,2016,10,6.50834
Maquotketa,2016,10,NA
Vermillion,2016,10,11.79707
Wapsipinicon,2016,10,NA
Apple,2017,10,14.83621
BlackRiver,2017,10,17.07142
Cannon,2017,10,5.70913
Chippewa,2017,10,10.3658
Cuivre,2017,10,50.04068
Dardenne,2017,10,3.10139
Maquotketa,2017,10,52.83468
Vermillion,2017,10,28.4337
Wapsipinicon,2017,10,305.41273
Apple,2018,10,3.9807
BlackRiver,2018,10,2.4517
Cannon,2018,10,20.341
Chippewa,2018,10,7.9561
Cuivre,2018,10,22.3287
Dardenne,2018,10,12.3902
Maquotketa,2018,10,1.6872
Vermillion,2018,10,14.5308
Wapsipinicon,2018,10,2.2988
Apple,1998,11,2.41364
BlackRiver,1998,11,8.29484
Cannon,1998,11,43.35584
Chippewa,1998,11,24.03836
Cuivre,1998,11,14.0554
Dardenne,1998,11,9.19964
Maquotketa,1998,11,1.37312
Vermillion,1998,11,49.14656
Wapsipinicon,1998,11,3.2732
Apple,1999,11,23.015425
BlackRiver,1999,11,14.56465
Cannon,1999,11,8.9734
Chippewa,1999,11,16.018375
Cuivre,1999,11,67.777375
Dardenne,1999,11,23.7343
Maquotketa,1999,11,67.92115
Vermillion,1999,11,19.948225
Wapsipinicon,1999,11,80.95675
Apple,2000,11,NA
BlackRiver,2000,11,1.7903
Cannon,2000,11,0.2129
Chippewa,2000,11,2.4356
Cuivre,2000,11,NA
Dardenne,2000,11,0.9299
Maquotketa,2000,11,2.25635
Vermillion,2000,11,8.0282
Wapsipinicon,2000,11,71.4827
Apple,2001,11,8.52948
BlackRiver,2001,11,6.56045
Cannon,2001,11,37.8081
Chippewa,2001,11,17.17609
Cuivre,2001,11,83.01018
Dardenne,2001,11,6.64606
Maquotketa,2001,11,9.72802
Vermillion,2001,11,22.48391
Wapsipinicon,2001,11,100.13218
BlackRiver,2004,11,2.72384
Cannon,2004,11,4.74248
Chippewa,2004,11,5.67416
Cuivre,2004,11,3.73316
Dardenne,2004,11,6.37292
Vermillion,2004,11,55.13084
Wapsipinicon,2004,11,10.64312
Apple,2005,11,122.16878
BlackRiver,2005,11,2.71839
Cannon,2005,11,25.01436
Chippewa,2005,11,11.01206
Cuivre,2005,11,20.92138
Dardenne,2005,11,3.79549
Maquotketa,2005,11,8.10389
Vermillion,2005,11,23.82955
Wapsipinicon,2005,11,301.39822
Apple,2006,11,4.73675
BlackRiver,2006,11,9.43451
Cannon,2006,11,37.22959
Chippewa,2006,11,26.85537
Cuivre,2006,11,8.84729
Dardenne,2006,11,2.29
Maquotketa,2006,11,12.46848
Vermillion,2006,11,22.25548
Wapsipinicon,2006,11,36.34876
Apple,2007,11,NA
BlackRiver,2007,11,2.87193
Cannon,2007,11,9.1767
Chippewa,2007,11,6.52206
Cuivre,2007,11,28.42284
Dardenne,2007,11,9.61914
Maquotketa,2007,11,2.76132
Vermillion,2007,11,23.44539
Wapsipinicon,2007,11,6.85389
Apple,2008,11,4.68276
BlackRiver,2008,11,6.5974
Cannon,2008,11,3.99896
Chippewa,2008,11,12.47808
Cuivre,2008,11,41.74472
Dardenne,2008,11,4.81952
Maquotketa,2008,11,3.45192
Vermillion,2008,11,19.86312
Wapsipinicon,2008,11,14.1192
Apple,2009,11,1.64481
BlackRiver,2009,11,5.6032
Cannon,2009,11,19.39372
Chippewa,2009,11,17.35068
Cuivre,2009,11,9.17852
Dardenne,2009,11,9.56159
Maquotketa,2009,11,1.90019
Vermillion,2009,11,63.0637
Wapsipinicon,2009,11,4.70937
Apple,2010,11,1.12577
BlackRiver,2010,11,4.20555
Cannon,2010,11,49.56231
Chippewa,2010,11,3.08563
Cuivre,2010,11,21.56431
Dardenne,2010,11,10.92507
Maquotketa,2010,11,2.52567
Vermillion,2010,11,11.905
Wapsipinicon,2010,11,42.28283
Apple,2011,11,7.03766
BlackRiver,2011,11,3.39479
Cannon,2011,11,13.80299
Chippewa,2011,11,12.06829
Cuivre,2011,11,9.1193
Dardenne,2011,11,3.56826
Maquotketa,2011,11,7.73154
Vermillion,2011,11,27.50712
Wapsipinicon,2011,11,221.09964
Apple,2012,11,27.62662
BlackRiver,2012,11,10.08404
Cannon,2012,11,8.1993
Chippewa,2012,11,12.40372
Cuivre,2012,11,14.43344
Dardenne,2012,11,1.96516
Maquotketa,2012,11,5.58966
Vermillion,2012,11,5.73464
Wapsipinicon,2012,11,72.7154
Apple,2013,11,3.68928
BlackRiver,2013,11,3.92832
Cannon,2013,11,25.80048
Chippewa,2013,11,5.6016
Cuivre,2013,11,14.80464
Dardenne,2013,11,3.33072
Maquotketa,2013,11,4.04784
Vermillion,2013,11,12.65328
Wapsipinicon,2013,11,4.28688
Apple,2014,11,3.74743
BlackRiver,2014,11,5.50171
Cannon,2014,11,26.99164
Chippewa,2014,11,3.01648
Cuivre,2014,11,16.02739
Dardenne,2014,11,2.28553
Maquotketa,2014,11,4.91695
Vermillion,2014,11,5.94028
Wapsipinicon,2014,11,49.21252
Apple,2015,11,0.83407
BlackRiver,2015,11,2.35895
Cannon,2015,11,18.5608
Chippewa,2015,11,7.88664
Cuivre,2015,11,72.88465
Dardenne,2015,11,1.4059
Maquotketa,2015,11,1.97773
Vermillion,2015,11,98.04517
Wapsipinicon,2015,11,143.79157
Apple,2016,11,0.85487
BlackRiver,2016,11,3.22568
Cannon,2016,11,51.7361
Chippewa,2016,11,2.86094
Cuivre,2016,11,1.40198
Dardenne,2016,11,2.86094
Maquotketa,2016,11,8.69678
Vermillion,2016,11,16.53869
Wapsipinicon,2016,11,6.1436
Apple,2017,11,0.86619
BlackRiver,2017,11,1.23872
Cannon,2017,11,26.7573
Chippewa,2017,11,1.23872
Cuivre,2017,11,6.26793
Dardenne,2017,11,0.30739
Maquotketa,2017,11,2.54259
Vermillion,2017,11,8.50313
Wapsipinicon,2017,11,2.91512
Apple,2018,11,12.2373
BlackRiver,2018,11,3.2162
Cannon,2018,11,66.8226
Chippewa,2018,11,5.3568
Cuivre,2018,11,6.2742000000000004
Dardenne,2018,11,13.7663
Maquotketa,2018,11,11.167
Vermillion,2018,11,23.5519
Wapsipinicon,2018,11,7.1916
Apple,1998,12,2.70242666666667
BlackRiver,1998,12,4.84838666666667
Cannon,1998,12,41.01748
Chippewa,1998,12,11.31076
Cuivre,1998,12,50.07316
Dardenne,1998,12,4.39188
Maquotketa,1998,12,4.39188
Vermillion,1998,12,25.28792
Wapsipinicon,1998,12,4.9754
Apple,1999,12,4.23524
BlackRiver,1999,12,3.58672
Cannon,1999,12,18.2926966666667
Chippewa,1999,12,8.55355
Cuivre,1999,12,80.0299833333333
Dardenne,1999,12,2.81088666666667
Maquotketa,1999,12,9.94859
Vermillion,1999,12,6.44558666666667
Wapsipinicon,1999,12,34.06764
Apple,2000,12,5.50282
BlackRiver,2000,12,3.1931
Cannon,2000,12,4.18298
Chippewa,2000,12,3.02812
Cuivre,2000,12,4.67792
Dardenne,2000,12,3.11061
Maquotketa,2000,12,6.57519
Vermillion,2000,12,5.91527
Wapsipinicon,2000,12,16.22652
Apple,2001,12,5.15546
BlackRiver,2001,12,3.01794
Cannon,2001,12,7.36932
Chippewa,2001,12,4.31572
Cuivre,2001,12,9.4305
Dardenne,2001,12,4.31572
Maquotketa,2001,12,2.71258
Vermillion,2001,12,9.8122
Wapsipinicon,2001,12,20.00359
Apple,2003,12,NA
BlackRiver,2003,12,2.37413
Cannon,2003,12,2.88698
Chippewa,2003,12,6.43748
Cuivre,2003,12,1.74293
Dardenne,2003,12,3.99158
Maquotketa,2003,12,6.59528
Vermillion,2003,12,13.93298
Wapsipinicon,2003,12,9.90908
